base_feature,tuned_feature,decoder_cosine,base_frequency,tuned_frequency,frequency_delta,frequency_delta_abs,base_mean_activation,tuned_mean_activation,mean_activation_delta,category
5914,5914,0.9993895,0.01664,0.00899,-0.00765,0.00765,0.0011832621,0.00029118624,-0.0008920758,stable
5727,5727,0.9993902,0.017919999,0.01726,-0.0006599985,0.0006599985,0.0029666375,0.0026619665,-0.000304671,stable
1061,1061,0.99939024,0.00404,0.00251,-0.00153,0.00153,5.100266e-05,4.7276404e-05,-3.7262544e-06,stable
5215,5215,0.99939024,0.01628,0.00906,-0.007219999,0.007219999,0.0014142804,0.00041299112,-0.0010012892,stable
4763,4763,0.99939054,0.01215,0.01685,0.0047000004,0.0047000004,0.001387959,0.0031185597,0.0017306007,stable
1579,1579,0.99939066,0.01737,0.01712,-0.0002500005,0.0002500005,0.003457092,0.0039094263,0.0004523343,stable
108,108,0.9993911,0.00072999997,0.00055,-0.00017999997,0.00017999997,2.0577387e-05,1.6103906e-05,-4.4734807e-06,stable
6127,6127,0.9993912,0.0083,0.008239999,-6.0000457e-05,6.0000457e-05,0.00067956833,0.00059522793,-8.43404e-05,stable
3896,3896,0.99939144,0.00087999995,0.0010299999,0.00014999998,0.00014999998,3.0804465e-05,2.2419696e-05,-8.38477e-06,stable
3455,3455,0.99939185,0.01754,0.01697,-0.0005700011,0.0005700011,0.0017533351,0.0012282423,-0.0005250928,stable
5111,5111,0.99939203,0.016999999,0.01677,-0.00022999942,0.00022999942,0.0057617724,0.005253658,-0.00050811423,stable
5157,5157,0.99939215,0.015859999,0.014509999,-0.0013499996,0.0013499996,0.0022839762,0.00231391,2.9933872e-05,stable
1279,1279,0.9993923,0.0043699997,0.00101,-0.0033599997,0.0033599997,6.612565e-05,4.485356e-05,-2.1272088e-05,stable
1541,1541,0.9993925,0.01339,0.013959999,0.0005699992,0.0005699992,0.001097578,0.001106098,8.519972e-06,stable
5464,5464,0.99939287,0.01698,0.01685,-0.0001299996,0.0001299996,0.0017875616,0.002122954,0.00033539243,stable
2380,2380,0.99939305,0.0163,0.01003,-0.0062700007,0.0062700007,0.0016040386,0.00072126713,-0.0008827715,stable
5947,5947,0.9993935,0.01071,0.00888,-0.0018300004,0.0018300004,0.0011076023,0.0009271518,-0.00018045044,stable
5632,5632,0.99939364,0.00072999997,0.00062999997,-0.000100000005,0.000100000005,3.0839226e-05,2.4700987e-05,-6.1382398e-06,stable
5328,5328,0.9993941,0.017679999,0.01735,-0.00032999925,0.00032999925,0.0047874353,0.004876679,8.924352e-05,stable
4973,4973,0.9993944,0.00865,0.00853,-0.00011999998,0.00011999998,0.0001927923,0.00035551147,0.00016271917,stable
2860,2860,0.9993945,0.00883,0.01635,0.0075199995,0.0075199995,0.00057785073,0.0016924397,0.0011145889,stable
3002,3002,0.99939454,0.01023,0.012519999,0.0022899993,0.0022899993,0.0004546306,0.00038935783,-6.527276e-05,stable
4323,4323,0.99939513,0.0173,0.01681,-0.0004900005,0.0004900005,0.008221468,0.008327534,0.000106066465,stable
5361,5361,0.9993955,0.01217,0.01701,0.0048399996,0.0048399996,0.0005600734,0.004147004,0.0035869305,stable
2727,2727,0.99939585,0.01698,0.01692,-5.9999526e-05,5.9999526e-05,0.0093072085,0.009459789,0.00015258044,stable
155,155,0.99939597,0.00084,0.00088999997,4.9999973e-05,4.9999973e-05,2.9673773e-05,3.424464e-05,4.5708675e-06,stable
5627,5627,0.9993961,0.0163,0.01629,-1.0000542e-05,1.0000542e-05,0.002125048,0.0024153786,0.0002903305,stable
4280,4280,0.9993967,0.01536,0.014359999,-0.0010000002,0.0010000002,0.0012950674,0.0012078123,-8.725503e-05,stable
4159,4159,0.9993969,0.00143,0.00791,0.00648,0.00648,3.198145e-05,9.626768e-05,6.428623e-05,stable
2466,2466,0.99939716,0.01807,0.01804,-2.9999763e-05,2.9999763e-05,0.009800163,0.009064709,-0.00073545426,stable
5890,5890,0.9993978,0.013119999,0.012809999,-0.00031000003,0.00031000003,0.0009964134,0.0008680371,-0.0001283763,stable
5475,5475,0.999398,0.00902,0.01199,0.0029699998,0.0029699998,0.000972903,0.0014163338,0.00044343085,stable
1424,1424,0.99939823,0.01762,0.017239999,-0.0003800001,0.0003800001,0.0049378625,0.006162669,0.0012248065,stable
1814,1814,0.99939823,0.01746,0.01736,-9.999983e-05,9.999983e-05,0.009058722,0.009989189,0.0009304667,stable
6129,6129,0.9993984,0.015789999,0.0060699997,-0.0097199995,0.0097199995,0.00035280548,7.432619e-05,-0.0002784793,stable
1952,1952,0.99939877,0.01809,0.017919999,-0.00017000176,0.00017000176,0.007469728,0.007209405,-0.0002603233,stable
2134,2134,0.999399,0.017549999,0.017479999,-7.000007e-05,7.000007e-05,0.0057304255,0.0046349443,-0.0010954812,stable
4646,4646,0.99939907,0.016339999,0.013839999,-0.0024999995,0.0024999995,0.0019634888,0.0016848309,-0.00027865788,stable
5582,5582,0.9993991,0.0092,0.00865,-0.00055,0.00055,0.0002933888,0.00016080978,-0.000132579,stable
1011,1011,0.9993992,0.00087,0.00072999997,-0.00014000002,0.00014000002,2.297857e-05,1.9708035e-05,-3.2705339e-06,stable
2671,2671,0.9993993,0.01708,0.015829999,-0.0012500007,0.0012500007,0.0035492228,0.0018975381,-0.0016516848,stable
3018,3018,0.9993994,0.01621,0.01571,-0.00049999915,0.00049999915,0.0015857159,0.0017106327,0.00012491678,stable
2556,2556,0.9993999,0.017029999,0.01692,-0.00010999851,0.00010999851,0.0025205615,0.0034570575,0.0009364961,stable
4160,4160,0.9994,0.01038,0.00974,-0.0006400002,0.0006400002,0.0013288513,0.0011018285,-0.0002270228,stable
1065,1065,0.99940014,0.016689999,0.01656,-0.0001299996,0.0001299996,0.002869456,0.00263948,-0.00022997614,stable
5502,5502,0.9994007,0.00863,0.0077,-0.0009300001,0.0009300001,0.00027225667,9.116151e-05,-0.00018109515,stable
4562,4562,0.9994011,0.01716,0.01311,-0.0040500006,0.0040500006,0.0018847543,0.0010829394,-0.00080181484,stable
2238,2238,0.9994012,0.0039399997,0.00065999996,-0.0032799998,0.0032799998,4.3990414e-05,2.1452324e-05,-2.253809e-05,stable
953,953,0.9994013,0.0077299997,0.00051,-0.0072199996,0.0072199996,9.705053e-05,1.5745029e-05,-8.13055e-05,stable
5670,5670,0.9994014,0.010799999,0.00964,-0.0011599995,0.0011599995,0.0010188255,0.0008067763,-0.00021204917,stable
1066,1066,0.99940157,0.017749999,0.01756,-0.00018999912,0.00018999912,0.0070284093,0.0066573266,-0.0003710827,stable
4927,4927,0.9994017,0.009029999,0.00976,0.00073000044,0.00073000044,0.00064666866,0.0006771145,3.0445866e-05,stable
2626,2626,0.99940205,0.01014,0.010369999,0.00022999942,0.00022999942,0.0015478985,0.0012993782,-0.0002485203,stable
276,276,0.9994022,0.0155,0.012499999,-0.0030000005,0.0030000005,0.0012143496,0.00065254804,-0.0005618016,stable
4788,4788,0.9994024,0.01492,0.01685,0.0019300003,0.0019300003,0.0007134012,0.0015459718,0.00083257066,stable
4204,4204,0.99940294,0.00856,0.00883,0.00026999973,0.00026999973,0.00037488915,0.00046976507,9.4875926e-05,stable
214,214,0.9994031,0.01825,0.01833,8.000061e-05,8.000061e-05,0.007842056,0.007956003,0.000113946386,stable
4479,4479,0.9994031,0.01611,0.0165,0.00039000064,0.00039000064,0.0016488482,0.0021062416,0.00045739347,stable
380,380,0.99940336,0.014099999,0.010009999,-0.00409,0.00409,0.0010166839,0.0006974816,-0.00031920226,stable
2930,2930,0.9994034,0.01681,0.0168,-1.0000542e-05,1.0000542e-05,0.0032044216,0.0033397197,0.00013529812,stable
4604,4604,0.99940354,0.008429999,0.00059999997,-0.00783,0.00783,0.00057091465,1.8027646e-05,-0.000552887,stable
3997,3997,0.9994036,0.008719999,0.00875,3.0000694e-05,3.0000694e-05,0.00039869003,0.00036365548,-3.503455e-05,stable
5335,5335,0.9994037,0.01423,0.00844,-0.00579,0.00579,0.001522283,0.00025317914,-0.0012691038,stable
5453,5453,0.9994042,0.01731,0.0173,-9.998679e-06,9.998679e-06,0.003534991,0.0037081554,0.0001731643,stable
4366,4366,0.9994058,0.015029999,0.01249,-0.0025399998,0.0025399998,0.0009791966,0.0007766087,-0.00020258792,stable
5180,5180,0.99940646,0.017509999,0.017239999,-0.00026999973,0.00026999973,0.0063636047,0.007057654,0.0006940495,stable
497,497,0.9994066,0.016959999,0.016859999,-9.999983e-05,9.999983e-05,0.0018978996,0.0019548824,5.6982855e-05,stable
1861,1861,0.9994067,0.00913,0.0150999995,0.0059699994,0.0059699994,0.00046764105,0.0011385115,0.0006708704,stable
2336,2336,0.99940723,0.00877,0.00787,-0.00090000033,0.00090000033,0.00023111411,0.00010984243,-0.00012127168,stable
824,824,0.99940753,0.01747,0.01718,-0.0002900008,0.0002900008,0.0043322025,0.004792124,0.00045992155,stable
2580,2580,0.9994088,0.01694,0.01291,-0.0040299995,0.0040299995,0.0026230928,0.0012968356,-0.0013262572,stable
1178,1178,0.9994099,0.012449999,0.01327,0.00082000066,0.00082000066,0.0011131543,0.0012262701,0.00011311576,stable
4092,4092,0.9994103,0.01119,0.01072,-0.00047000032,0.00047000032,0.00046909275,0.00046898163,-1.11118425e-07,stable
2045,2045,0.9994104,0.00821,0.0088599995,0.0006499998,0.0006499998,0.00014377653,0.00030457618,0.00016079965,stable
2462,2462,0.99941134,0.0155,0.011229999,-0.0042700004,0.0042700004,0.0014553596,0.0010234149,-0.00043194473,stable
1596,1596,0.9994118,0.01756,0.017199999,-0.00036000088,0.00036000088,0.004192373,0.0031376833,-0.0010546895,stable
5112,5112,0.9994126,0.01818,0.01766,-0.00052000023,0.00052000023,0.004159629,0.003956167,-0.00020346185,stable
5280,5280,0.9994126,0.01215,0.01136,-0.00078999996,0.00078999996,0.00047796094,0.0003599189,-0.00011804205,stable
1534,1534,0.9994128,0.00078999996,0.00087,8.000003e-05,8.000003e-05,2.406626e-05,2.3693761e-05,-3.724981e-07,stable
941,941,0.99941295,0.012949999,0.00833,-0.00462,0.00462,0.00152966,0.00054185715,-0.0009878029,stable
5746,5746,0.99941313,0.01767,0.01738,-0.0002900008,0.0002900008,0.0054919566,0.0046830815,-0.0008088751,stable
5774,5774,0.99941313,0.01229,0.008549999,-0.0037400005,0.0037400005,0.0013926242,0.00078911317,-0.00060351106,stable
4572,4572,0.9994142,0.01678,0.00963,-0.00715,0.00715,0.0027077985,0.0014648172,-0.0012429813,stable
2029,2029,0.99941444,0.01722,0.016999999,-0.00022000074,0.00022000074,0.002984258,0.0034786714,0.0004944133,stable
1219,1219,0.9994147,0.0111299995,0.01114,1.0000542e-05,1.0000542e-05,0.0010317717,0.0010084896,-2.3282017e-05,stable
810,810,0.9994148,0.00088999997,0.00045,-0.00043999997,0.00043999997,2.5379451e-05,1.1446177e-05,-1.3933274e-05,stable
1405,1405,0.99941504,0.012399999,0.01041,-0.0019899998,0.0019899998,0.0008522203,0.00063946185,-0.00021275843,stable
5713,5713,0.9994152,0.01589,0.014579999,-0.0013100011,0.0013100011,0.0015355465,0.00159793,6.238348e-05,stable
2617,2617,0.9994154,0.00102,0.00727,0.00625,0.00625,3.467973e-05,7.623537e-05,4.1555635e-05,stable
4832,4832,0.9994154,0.0150999995,0.01426,-0.0008399999,0.0008399999,0.0017941974,0.0017412215,-5.297584e-05,stable
3909,3909,0.9994156,0.00877,0.0087,-7.000007e-05,7.000007e-05,0.0009726126,0.0015068148,0.00053420226,stable
4273,4273,0.99941576,0.01719,0.01637,-0.0008199997,0.0008199997,0.002948687,0.0022507976,-0.00069788937,stable
1253,1253,0.99941623,0.0178,0.01738,-0.0004200004,0.0004200004,0.0017752643,0.0018344851,5.9220823e-05,stable
1004,1004,0.9994165,0.01719,0.01709,-9.999983e-05,9.999983e-05,0.0042837597,0.0054749497,0.00119119,stable
5314,5314,0.9994169,0.017679999,0.0175,-0.00017999858,0.00017999858,0.0030816365,0.002685489,-0.0003961476,stable
2436,2436,0.99941695,0.00865,0.01031,0.0016599996,0.0016599996,0.00018317925,0.0006129011,0.00042972187,stable
195,195,0.9994172,0.00971,0.009149999,-0.00056000054,0.00056000054,0.00075254973,0.000552104,-0.00020044576,stable
1980,1980,0.99941725,0.018,0.0176,-0.00039999932,0.00039999932,0.0033925108,0.0024808843,-0.0009116265,stable
4863,4863,0.99941766,0.012949999,0.00806,-0.0048899995,0.0048899995,0.0006275444,0.00012502488,-0.00050251954,stable
5863,5863,0.999418,0.00876,0.01531,0.00655,0.00655,0.0006411888,0.0014345172,0.0007933284,stable
2834,2834,0.99941826,0.00932,0.009,-0.00032000057,0.00032000057,0.00069009763,0.00028719314,-0.0004029045,stable
4216,4216,0.9994185,0.01594,0.011609999,-0.00433,0.00433,0.00089123164,0.00052289024,-0.0003683414,stable
262,262,0.99941885,0.00866,0.00866,0.0,0.0,0.001187471,0.00095645065,-0.00023102033,stable
306,306,0.99941885,0.01704,0.0101,-0.0069399998,0.0069399998,0.00066637475,0.00019703487,-0.0004693399,stable
516,516,0.999419,0.016859999,0.016689999,-0.0001699999,0.0001699999,0.0082001,0.008850783,0.0006506834,stable
5551,5551,0.999419,0.01557,0.01509,-0.00047999993,0.00047999993,0.0007262404,0.00069585204,-3.0388357e-05,stable
27,27,0.9994191,0.01773,0.017439999,-0.0002900008,0.0002900008,0.0026643523,0.0025236476,-0.00014070468,stable
3779,3779,0.9994191,0.01698,0.016239999,-0.000740001,0.000740001,0.0019048511,0.0015482015,-0.0003566495,stable
4492,4492,0.9994191,0.018,0.017749999,-0.0002500005,0.0002500005,0.008369387,0.008086154,-0.0002832329,stable
468,468,0.9994192,0.01253,0.01117,-0.0013600001,0.0013600001,0.00097234297,0.0009423675,-2.997549e-05,stable
5909,5909,0.9994192,0.017269999,0.01702,-0.00024999864,0.00024999864,0.006071677,0.0041246787,-0.0019469983,stable
926,926,0.999421,0.01659,0.01267,-0.003919999,0.003919999,0.0014514743,0.00064460136,-0.0008068729,stable
2508,2508,0.9994211,0.01189,0.00833,-0.00356,0.00356,0.0010689058,0.00015104905,-0.00091785676,stable
5525,5525,0.9994213,0.01674,0.01035,-0.0063899998,0.0063899998,0.0027108237,0.0004638494,-0.0022469743,stable
1125,1125,0.9994215,0.00851,0.01483,0.0063199997,0.0063199997,0.00025750833,0.0007318913,0.00047438298,stable
690,690,0.99942195,0.011159999,0.00059,-0.010569999,0.010569999,0.00029700846,2.6436763e-05,-0.0002705717,stable
4069,4069,0.99942195,0.008429999,0.00835,-7.999968e-05,7.999968e-05,0.00032936595,0.0002933005,-3.6065467e-05,stable
2658,2658,0.9994221,0.0174,0.014939999,-0.002460001,0.002460001,0.002084026,0.0012453052,-0.00083872094,stable
3318,3318,0.99942213,0.01718,0.01725,7.000007e-05,7.000007e-05,0.006067705,0.005533535,-0.00053416984,stable
348,348,0.99942243,0.0169,0.012,-0.004899999,0.004899999,0.0024658,0.0019045677,-0.0005612322,stable
2007,2007,0.9994226,0.00907,0.0015,-0.0075699994,0.0075699994,0.00040833853,3.6983507e-05,-0.000371355,stable
3125,3125,0.9994228,0.01694,0.01652,-0.0004200004,0.0004200004,0.0013166575,0.0006152956,-0.0007013619,stable
4941,4941,0.99942285,0.00913,0.00137,-0.0077600004,0.0077600004,0.00044053074,4.503741e-05,-0.00039549332,stable
224,224,0.999423,0.01677,0.01673,-4.0000305e-05,4.0000305e-05,0.005840227,0.006981749,0.0011415221,stable
1434,1434,0.999423,0.00844,0.00983,0.0013899999,0.0013899999,0.00025799748,0.00040388835,0.00014589087,stable
596,596,0.9994235,0.01523,0.014389999,-0.0008400008,0.0008400008,0.0010293296,0.0010681102,3.878062e-05,stable
3656,3656,0.9994241,0.01651,0.0162,-0.00031000003,0.00031000003,0.0016148577,0.0015696973,-4.5160414e-05,stable
3677,3677,0.9994245,0.017649999,0.017649999,0.0,0.0,0.0072037424,0.007173121,-3.062142e-05,stable
2907,2907,0.99942523,0.01687,0.01392,-0.0029499996,0.0029499996,0.001928756,0.00069508865,-0.0012336674,stable
4536,4536,0.9994259,0.00821,0.00806,-0.00014999975,0.00014999975,0.0005595923,0.00016526821,-0.00039432413,stable
5603,5603,0.9994261,0.01695,0.016689999,-0.00026000105,0.00026000105,0.00741938,0.0057727317,-0.0016466482,stable
1298,1298,0.9994273,0.0010299999,0.01163,0.0106,0.0106,3.5233406e-05,0.00040285368,0.00036762026,stable
3221,3221,0.9994278,0.00875,0.00865,-9.999983e-05,9.999983e-05,0.0010592681,0.00080167677,-0.00025759137,stable
137,137,0.9994285,0.01702,0.016859999,-0.00016000122,0.00016000122,0.0062784287,0.004887434,-0.0013909945,stable
4008,4008,0.9994297,0.01176,0.00113,-0.01063,0.01063,0.00040453483,3.8493203e-05,-0.00036604164,stable
3242,3242,0.9994299,0.01263,0.0145499995,0.0019199997,0.0019199997,0.00090634055,0.0011084313,0.00020209071,stable
316,316,0.99943006,0.01695,0.01694,-1.0000542e-05,1.0000542e-05,0.004265916,0.0040684175,-0.0001974986,stable
4859,4859,0.99943024,0.01769,0.017409999,-0.00028000027,0.00028000027,0.0056624366,0.0048200525,-0.00084238406,stable
2521,2521,0.9994304,0.0127799995,0.01447,0.0016900003,0.0016900003,0.0009728501,0.001317921,0.0003450709,stable
2657,2657,0.99943054,0.01732,0.01673,-0.0005900003,0.0005900003,0.0025456804,0.002423589,-0.0001220915,stable
1396,1396,0.9994306,0.00838,0.00858,0.00020000059,0.00020000059,0.0011760115,0.0014473805,0.000271369,stable
628,628,0.99943066,0.01711,0.01599,-0.0011199992,0.0011199992,0.0021450997,0.0012700587,-0.000875041,stable
563,563,0.99943125,0.0075499997,0.00764,9.000022e-05,9.000022e-05,0.0001417325,0.00014199219,2.5969348e-07,stable
726,726,0.9994314,0.017199999,0.01657,-0.00062999874,0.00062999874,0.0013985134,0.0010557676,-0.0003427458,stable
3768,3768,0.9994323,0.01715,0.01698,-0.0001699999,0.0001699999,0.0050981925,0.005057755,-4.043756e-05,stable
930,930,0.9994327,0.014149999,0.01438,0.00023000035,0.00023000035,0.001277461,0.0011751367,-0.000102324295,stable
2827,2827,0.99943304,0.01729,0.01695,-0.0003399998,0.0003399998,0.0061844615,0.003925954,-0.0022585075,stable
2427,2427,0.99943316,0.00873,0.00861,-0.00011999998,0.00011999998,0.0012284326,0.0008717387,-0.00035669393,stable
2567,2567,0.99943316,0.00153,0.00072999997,-0.00080000004,0.00080000004,3.4857312e-05,2.6188185e-05,-8.669127e-06,stable
88,88,0.9994332,0.01757,0.01606,-0.0015099999,0.0015099999,0.0025451705,0.0013167402,-0.0012284303,stable
987,987,0.9994332,0.01705,0.01695,-9.999983e-05,9.999983e-05,0.0037349297,0.0033713963,-0.00036353339,stable
4138,4138,0.9994332,0.013479999,0.01567,0.0021900004,0.0021900004,0.0011043499,0.0016656622,0.0005613123,stable
3308,3308,0.99943346,0.013479999,0.015299999,0.0018199999,0.0018199999,0.0011982899,0.0014880005,0.0002897106,stable
1226,1226,0.9994339,0.017819999,0.01676,-0.0010599997,0.0010599997,0.0029731775,0.002535252,-0.00043792557,stable
2775,2775,0.9994341,0.00207,0.00084999995,-0.00122,0.00122,4.209568e-05,3.1017637e-05,-1.1078042e-05,stable
129,129,0.99943423,0.01737,0.01712,-0.0002500005,0.0002500005,0.008798102,0.008903403,0.00010530092,stable
3075,3075,0.9994345,0.01725,0.01706,-0.00018999912,0.00018999912,0.005089187,0.0030657942,-0.0020233928,stable
1115,1115,0.9994347,0.01643,0.0165,7.000007e-05,7.000007e-05,0.002608535,0.0031882608,0.0005797257,stable
1130,1130,0.9994355,0.01793,0.017749999,-0.00018000044,0.00018000044,0.0029274889,0.003670402,0.0007429132,stable
4142,4142,0.9994355,0.00873,0.00857,-0.00016000029,0.00016000029,0.00044250968,0.00038413898,-5.83707e-05,stable
3544,3544,0.999436,0.0167,0.01573,-0.0009700004,0.0009700004,0.0059950426,0.0029053967,-0.0030896459,stable
3090,3090,0.9994361,0.0143099995,0.01215,-0.0021599997,0.0021599997,0.0010252437,0.0005617775,-0.00046346616,stable
1895,1895,0.9994365,0.01723,0.01705,-0.00018000044,0.00018000044,0.0048366166,0.004177724,-0.00065889256,stable
3830,3830,0.9994369,0.01718,0.01708,-9.999983e-05,9.999983e-05,0.002130903,0.0021543142,2.3411121e-05,stable
1936,1936,0.999437,0.014599999,0.00999,-0.0046099992,0.0046099992,0.0014532724,0.0009841312,-0.00046914117,stable
3824,3824,0.9994372,0.01715,0.01643,-0.0007199999,0.0007199999,0.0013664273,0.001330729,-3.5698293e-05,stable
1634,1634,0.99943805,0.01014,0.00889,-0.0012499997,0.0012499997,0.0007710745,0.00025482563,-0.00051624887,stable
5423,5423,0.9994382,0.01719,0.01594,-0.0012500007,0.0012500007,0.0019352057,0.0014713174,-0.00046388828,stable
1347,1347,0.9994389,0.00124,0.00094999996,-0.00029000005,0.00029000005,4.8052196e-05,3.4562625e-05,-1.3489571e-05,stable
1412,1412,0.9994402,0.017789999,0.01754,-0.00024999864,0.00024999864,0.0071524335,0.0075032543,0.00035082083,stable
4475,4475,0.9994402,0.01778,0.01246,-0.0053200005,0.0053200005,0.0032683273,0.0005350374,-0.00273329,stable
3481,3481,0.9994404,0.00091999996,0.008359999,0.0074399994,0.0074399994,2.5972347e-05,0.00052178063,0.00049580826,stable
3316,3316,0.9994415,0.01726,0.01699,-0.00026999973,0.00026999973,0.0036835277,0.0041030985,0.00041957083,stable
4447,4447,0.9994415,0.00814,0.00182,-0.0063199997,0.0063199997,8.8702895e-05,3.9184775e-05,-4.951812e-05,stable
4316,4316,0.999442,0.00938,0.00902,-0.00035999995,0.00035999995,0.00096847565,0.0013865342,0.00041805854,stable
30,30,0.9994422,0.00844,0.00823,-0.0002100002,0.0002100002,0.00016199637,0.00014775769,-1.4238685e-05,stable
2820,2820,0.9994422,0.01695,0.01684,-0.00011000037,0.00011000037,0.0060976385,0.004642847,-0.0014547915,stable
4543,4543,0.9994422,0.0127,0.01318,0.00047999993,0.00047999993,0.00088784785,0.0007951091,-9.2738774e-05,stable
2750,2750,0.99944246,0.00894,0.00192,-0.0070200004,0.0070200004,0.00033371986,4.2798965e-05,-0.0002909209,stable
5247,5247,0.99944264,0.01723,0.01687,-0.00036000088,0.00036000088,0.0049563022,0.0046523144,-0.00030398788,stable
5795,5795,0.9994428,0.01681,0.016649999,-0.00016000122,0.00016000122,0.0023528708,0.0028927508,0.00053988,stable
3632,3632,0.99944323,0.017029999,0.0093,-0.007729999,0.007729999,0.0029888097,0.0010826822,-0.0019061276,stable
1190,1190,0.99944335,0.01019,0.014479999,0.0042899996,0.0042899996,0.0005477553,0.0008107271,0.00026297185,stable
5566,5566,0.99944377,0.008549999,0.00837,-0.00017999951,0.00017999951,0.0012782518,0.0012467084,-3.1543314e-05,stable
4633,4633,0.99944425,0.016929999,0.01684,-8.999929e-05,8.999929e-05,0.009076379,0.009303415,0.00022703595,stable
1644,1644,0.9994443,0.00878,0.00858,-0.00019999966,0.00019999966,0.0014837837,0.0014112383,-7.254537e-05,stable
826,826,0.9994447,0.016689999,0.01676,7.000007e-05,7.000007e-05,0.0025835007,0.002999965,0.0004164644,stable
5505,5505,0.9994449,0.01753,0.017169999,-0.00036000088,0.00036000088,0.0074643455,0.006062583,-0.0014017625,stable
3713,3713,0.9994452,0.0104,0.01047,7.000007e-05,7.000007e-05,0.00095715886,0.0007968016,-0.00016035727,stable
1262,1262,0.9994453,0.01726,0.01676,-0.000500001,0.000500001,0.0035306886,0.002840759,-0.0006899296,stable
1202,1202,0.99944556,0.01859,0.01767,-0.00091999955,0.00091999955,0.010137757,0.009668368,-0.00046938937,stable
334,334,0.9994458,0.01784,0.01767,-0.0001699999,0.0001699999,0.005247568,0.005280752,3.318442e-05,stable
6046,6046,0.9994459,0.01206,0.00983,-0.0022299998,0.0022299998,0.0017983863,0.0016301129,-0.00016827346,stable
3894,3894,0.99944603,0.017029999,0.01054,-0.0064899987,0.0064899987,0.0039028272,0.00066013716,-0.00324269,stable
2706,2706,0.99944615,0.01667,0.016479999,-0.00019000098,0.00019000098,0.0025764166,0.0025562008,-2.0215753e-05,stable
1916,1916,0.9994462,0.0099,0.00853,-0.0013699997,0.0013699997,0.0009986954,0.00074265926,-0.00025603612,stable
2489,2489,0.99944633,0.0069799996,0.00609,-0.0008899998,0.0008899998,7.1700866e-05,5.5595465e-05,-1.6105401e-05,stable
5668,5668,0.9994464,0.01716,0.01595,-0.0012100004,0.0012100004,0.0010394402,0.0007587266,-0.00028071355,stable
969,969,0.9994468,0.016719999,0.01604,-0.0006799996,0.0006799996,0.0032967955,0.0028437206,-0.00045307493,stable
4658,4658,0.9994468,0.00093,0.00094999996,1.9999978e-05,1.9999978e-05,4.016978e-05,3.4464654e-05,-5.7051257e-06,stable
3161,3161,0.99944735,0.00122,0.00115,-6.999995e-05,6.999995e-05,4.9979153e-05,3.0695617e-05,-1.9283536e-05,stable
5017,5017,0.99944764,0.017649999,0.01709,-0.0005599987,0.0005599987,0.004584733,0.0039854753,-0.00059925765,stable
1739,1739,0.9994478,0.01366,0.0094099995,-0.00425,0.00425,0.00062953494,0.0001777188,-0.00045181613,stable
1745,1745,0.9994484,0.01745,0.017169999,-0.00028000027,0.00028000027,0.0052706418,0.0039372346,-0.0013334071,stable
4129,4129,0.9994484,0.01697,0.016999999,2.9999763e-05,2.9999763e-05,0.0102680335,0.009227291,-0.0010407427,stable
3150,3150,0.99944854,0.01079,0.00045999998,-0.01033,0.01033,0.000946994,1.5171391e-05,-0.0009318226,stable
383,383,0.99944913,0.01468,0.0075399997,-0.0071400004,0.0071400004,0.0003383812,9.4582516e-05,-0.0002437987,stable
6077,6077,0.99944973,0.01722,0.01675,-0.0004699994,0.0004699994,0.002826152,0.0022469673,-0.0005791846,stable
2713,2713,0.99945104,0.00487,0.00174,-0.0031299999,0.0031299999,6.129988e-05,4.798438e-05,-1.3315497e-05,stable
250,250,0.9994511,0.0013799999,0.00344,0.0020599999,0.0020599999,2.1837768e-05,2.5664669e-05,3.826901e-06,stable
2231,2231,0.99945116,0.008429999,0.01169,0.0032600006,0.0032600006,0.00047948337,0.0007823027,0.00030281933,stable
2108,2108,0.99945164,0.00887,0.0087,-0.0001699999,0.0001699999,0.00014525952,0.00012646944,-1.8790073e-05,stable
1906,1906,0.99945176,0.01557,0.01637,0.0008000005,0.0008000005,0.0010583492,0.0012595026,0.00020115345,stable
2520,2520,0.9994519,0.01205,0.010009999,-0.0020400006,0.0020400006,0.0012457437,0.0008386828,-0.0004070609,stable
4392,4392,0.9994525,0.01176,0.008959999,-0.0028000008,0.0028000008,0.0013891367,0.0010457559,-0.00034338073,stable
5307,5307,0.9994525,0.0145,0.01046,-0.00404,0.00404,0.0012375863,0.0007416882,-0.0004958981,stable
4156,4156,0.99945253,0.01177,0.01047,-0.0012999997,0.0012999997,0.0009728601,0.00075866975,-0.00021419034,stable
1659,1659,0.9994528,0.0154,0.01566,0.0002599992,0.0002599992,0.0021238774,0.0020769408,-4.6936562e-05,stable
2477,2477,0.9994539,0.01709,0.0098399995,-0.0072500007,0.0072500007,0.0021598507,0.00072291045,-0.0014369402,stable
4027,4027,0.99945414,0.01554,0.01218,-0.0033600004,0.0033600004,0.0020948001,0.0016436578,-0.00045114232,stable
1203,1203,0.9994549,0.00964,0.009,-0.0006400002,0.0006400002,0.0008129849,0.00032146636,-0.0004915185,stable
207,207,0.99945503,0.00925,0.00091,-0.00834,0.00834,0.00037074767,2.9906978e-05,-0.0003408407,stable
197,197,0.9994552,0.01826,0.017889999,-0.00037000142,0.00037000142,0.008849185,0.007966486,-0.00088269915,stable
5599,5599,0.9994553,0.0164,0.01566,-0.000740001,0.000740001,0.0015123056,0.0017932068,0.0002809012,stable
